Timestamp : 13|01_01:04
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
55,540,3035,144,74,3253,321,255,6,4,265
56,589,3235,156,77,3468,264,200,12,3,215
57,622,3529,171,85,3785,350,294,15,8,317
58,668,3780,186,89,4055,316,251,15,4,270
59,762,4126,207,93,4426,465,346,21,4,371
60,804,4468,226,100,4794,410,342,19,7,368
61,863,4902,252,108,5262,527,434,26,8,468
62,948,5260,274,121,5655,478,358,22,13,393
63,1023,5711,298,133,6142,562,451,24,12,487
64,1076,6136,325,151,6612,523,425,27,18,470
65,1154,6658,350,161,7169,635,522,25,10,557
66,1243,7153,372,172,7697,617,495,22,11,528
67,1367,7834,395,181,8410,837,681,23,9,713
68,1483,8438,431,200,9069,775,604,36,19,659
69,1615,9169,478,218,9865,928,731,47,18,796
70,1759,9963,517,235,10715,994,794,39,17,850
71,1884,10771,569,254,11594,1004,808,52,19,879
72,2044,11706,600,287,12593,1159,935,31,33,999
73,2191,12689,651,319,13659,1213,983,51,32,1066
74,2398,13695,700,342,14737,1285,1006,49,23,1078
75,2586,14787,753,372,15912,1363,1092,53,30,1175
76,2774,16041,819,402,17262,1538,1254,66,30,1350
77,2999,17387,881,430,18698,1661,1346,62,28,1436
78,3274,18884,936,453,20273,1850,1497,55,23,1575
79,3552,20389,1021,490,21900,1905,1505,85,37,1627
80,3835,22153,1112,528,23793,2176,1764,91,38,1893
81,4136,23904,1210,560,25674,2182,1751,98,32,1881
82,4461,25898,1316,601,27815,2466,1994,106,41,2141
83,4842,27889,1416,650,29955,2521,1991,100,49,2140
84,5246,30132,1528,703,32363,2812,2243,112,53,2408
85,5653,32526,1678,755,34959,3003,2394,150,52,2596
86,6137,35254,1811,815,37880,3405,2728,133,60,2921
87,6601,38110,1963,881,40954,3538,2856,152,66,3074
88,7146,41240,2133,960,44333,3924,3130,170,79,3379
89,7728,44466,2304,1051,47821,4070,3226,171,91,3488
90,8370,48122,2501,1147,51770,4591,3656,197,96,3949
91,9004,51959,2706,1228,55893,4757,3837,205,81,4123
92,9754,56243,2934,1313,60490,5347,4284,228,85,4597
93,10567,60819,3142,1411,65372,5695,4576,208,98,4882
94,11472,65716,3393,1506,70615,6148,4897,251,95,5243
95,12370,70991,3655,1622,76268,6551,5275,262,116,5653
96,13427,77083,3959,1739,82781,7570,6092,304,117,6513
97,14576,83261,4260,1875,89396,7764,6178,301,136,6615
98,15822,90082,4646,2009,96737,8587,6821,386,134,7341
99,17083,97467,5018,2176,104661,9185,7385,372,167,7924
100,18532,105566,5422,2346,113334,10122,8099,404,170,8673
101,20044,113913,5834,2535,122282,10460,8347,412,189,8948
102,21800,123426,6294,2729,132449,11923,9513,460,194,10167
103,23513,133266,6798,2961,143025,12289,9840,504,232,10576
104,25556,144396,7307,3208,154911,13929,11130,509,247,11886
105,27583,156088,7942,3480,167510,14626,11692,635,272,12599
106,29982,169383,8612,3768,181763,16652,13295,670,288,14253
107,32223,183038,9338,4098,196474,16952,13655,726,330,14711
108,35050,198617,10120,4439,213176,19529,15579,782,341,16702
109,37885,214609,10937,4793,230339,19998,15992,817,354,17163
110,41022,232947,11873,5181,250001,22799,18338,936,388,19662
111,44357,251542,12906,5613,270061,23395,18595,1033,432,20060
112,48133,272868,13979,6089,292936,26651,21326,1073,476,22875
113,51866,294559,15154,6577,316290,27087,21691,1175,488,23354
114,56325,319457,16425,7119,343001,31170,24898,1271,542,26711
115,60848,345107,17744,7709,370560,32082,25650,1319,590,27559
116,65877,374181,19218,8332,401731,36200,29074,1474,623,31171
117,71109,404355,20779,9047,434181,37682,30174,1561,715,32450
118,76924,438290,22538,9834,470662,42296,33935,1759,787,36481
119,83286,473803,24301,10634,508738,44438,35513,1763,800,38076
120,90236,513202,26318,11507,551027,49239,39399,2017,873,42289
121,97596,554721,28507,12464,595692,52025,41519,2189,957,44665
122,105632,600915,30914,13470,645299,57643,46194,2407,1006,49607
123,114132,649356,33409,14644,697409,60610,48441,2495,1174,52110
124,123414,703203,36157,15898,755258,67131,53847,2748,1254,57849
125,133321,760227,39122,17157,816506,71155,57024,2965,1259,61248
126,144388,823165,42329,18580,884074,78635,62938,3207,1423,67568
127,156334,889799,45876,20107,955782,83654,66634,3547,1527,71708
128,169290,963993,49572,21771,1035336,92510,74194,3696,1664,79554
129,182782,1042335,53676,23637,1119648,97804,78342,4104,1866,84312
130,197868,1128121,58063,25535,1211719,107157,85786,4387,1898,92071
131,214013,1220555,62738,27650,1310943,115369,92434,4675,2115,99224
132,232016,1320559,67780,29950,1418289,125349,100004,5042,2300,107346
133,250971,1428735,73449,32421,1534605,135271,108176,5669,2471,116316
134,271787,1545878,79282,35122,1660282,146493,117143,5833,2701,125677
135,293796,1672602,85759,37938,1796299,158026,126724,6477,2816,136017
136,317814,1810114,92861,41116,1944091,171810,137512,7102,3178,147792
137,343721,1957524,100541,44552,2102617,184433,147410,7680,3436,158526
138,371933,2119172,108915,48060,2276147,201742,161648,8374,3508,173530
139,402517,2292191,117714,51942,2461847,216284,173019,8799,3882,185700
140,436078,2480717,127441,56116,2664274,235988,188526,9727,4174,202427
141,471842,2683222,137800,60704,2881726,253216,202505,10359,4588,217452
142,511009,2904180,149024,65607,3118811,276252,220958,11224,4903,237085
143,552447,3141222,161359,71156,3373737,296364,237042,12335,5549,254926
144,598043,3400130,174571,76969,3651670,323529,258908,13212,5813,277933
145,646976,3676907,188766,83201,3948874,346137,276777,14195,6232,297204
146,700530,3980561,204109,89941,4274611,379291,303654,15343,6740,325737
147,757442,4305877,220986,97329,4624192,406493,325316,16877,7388,349581
148,819940,4660417,239044,105430,5004891,443197,354540,18058,8101,380699
149,886570,5041338,258668,114047,5414053,475792,380921,19624,8617,409162
150,959780,5456077,280092,123374,5859543,518700,414739,21424,9327,445490
151,1038303,5903074,302945,133590,6339609,558589,446997,22853,10216,480066
152,1124545,6389002,327808,144520,6861330,607963,485928,24863,10930,521721
153,1216350,6912915,354555,156415,7423885,654360,523913,26747,11895,562555
154,1315872,7480367,383463,169262,8033092,708729,567452,28908,12847,609207
155,1424087,8094738,414914,182936,8692588,767711,614371,31451,13674,659496
156,1541434,8758514,449077,197912,9405503,830262,663776,34163,14976,712915
157,1667863,9475563,486008,214227,10175798,896724,717049,36931,16315,770295
158,1805250,10254506,525655,231903,11012064,973653,778943,39647,17676,836266
159,1952765,11096656,568636,250926,11916218,1051669,842150,42981,19023,904154
160,2112841,12007800,615210,271625,12894635,1138493,911144,46574,20699,978417
161,2286134,12992316,665730,293872,13951918,1230576,984516,50520,22247,1057283
162,2472917,14058363,720746,318019,15097128,1331993,1066047,55016,24147,1145210
163,2675992,15212500,779859,344112,16336471,1442418,1154137,59113,26093,1239343
164,2896228,16461485,843378,372462,17677325,1561090,1248985,63519,28350,1340854
165,3134199,17812426,912730,403160,19128316,1688962,1350941,69352,30698,1450991
166,3391959,19273306,987432,436432,20697170,1826614,1460880,74702,33272,1568854
167,3669625,20854287,1068312,472181,22394780,1975276,1580981,80880,35749,1697610
168,3970772,22564999,1155774,511239,24232012,2138379,1710712,87462,39058,1837232
169,4297044,24416451,1250686,552838,26219975,2314235,1851452,94912,41599,1987963
170,4650261,26421519,1353542,598107,28373168,2506410,2005068,102856,45269,2153193
171,5031246,28586144,1464857,647408,30698409,2706226,2164625,111315,49301,2325241
172,5444639,30932692,1584901,700381,33217974,2932958,2346548,120044,52973,2519565
173,5892778,33470550,1714766,757447,35942763,3172928,2537858,129865,57066,2724789
174,6376129,36216836,1855552,819877,38892265,3432853,2746286,140786,62430,2949502
175,6900715,39192457,2008225,886985,42087667,3719988,2975621,152673,67108,3195402
176,7468064,42410387,2173162,959820,45543369,4023051,3217930,164937,72835,3455702
177,8081803,45892915,2351745,1038695,49283355,4353725,3482528,178583,78875,3739986
178,8743488,49656994,2545703,1124314,53327011,4705341,3764079,193958,85619,4043656
179,9460009,53731285,2755537,1216230,57703052,5092562,4074291,209834,91916,4376041
180,10236924,58139526,2981534,1316117,62437177,5511040,4408241,225997,99887,4734125
181,11078297,62912332,3226195,1423829,67562356,5966552,4772806,244661,107712,5125179
182,11987744,68074202,3491062,1540937,73106201,6453292,5161870,264867,117108,5543845
183,12970802,73664833,3777810,1667311,79109954,6986811,5590631,286748,126374,6003753
184,14035636,79709618,4087590,1803877,85601085,7555965,6044785,309780,136566,6491131
185,15185654,86254516,4423610,1951967,92630093,8179026,6544898,336020,148090,7029008
186,16433464,93336130,4786751,2112242,100235123,8852840,7081614,363141,160275,7605030
187,17782101,101000765,5180406,2286126,108467297,9580811,7664635,393655,173884,8232174
188,19243916,109289986,5605534,2472879,117368399,10362917,8289221,425128,186753,8901102
189,20822994,118264942,6065882,2676535,127007359,11218038,8974956,460348,203656,9638960
190,22531816,127972682,6564330,2895845,137432857,12134320,9707740,498448,219310,10425498
191,24382617,138486851,7103886,3133522,148724259,13142203,10514169,539556,237677,11291402
192,26383245,149851851,7688010,3391723,160931584,14207953,11365000,584124,258201,12207325
