Timestamp : 13|01_01:14
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
91,9504,55480,2811,1289,59580,5163,4102,227,97,4426
92,10261,59909,3015,1374,64298,5475,4429,204,85,4718
93,11076,64893,3246,1506,69645,6162,4984,231,132,5347
94,11939,70040,3504,1636,75180,6398,5147,258,130,5535
95,12896,75658,3780,1793,81231,7008,5618,276,157,6051
96,13949,81780,4094,1936,87810,7632,6122,314,143,6579
97,15220,88176,4388,2098,94662,8123,6396,294,162,6852
98,16433,95098,4752,2260,102110,8661,6922,364,162,7448
99,17703,102720,5154,2445,110319,9479,7622,402,185,8209
100,19188,110800,5578,2624,119002,10168,8080,424,179,8683
101,20724,119434,6047,2839,128320,10854,8634,469,215,9318
102,22341,129025,6543,3080,138648,11945,9591,496,241,10328
103,24237,139355,7069,3326,149750,12998,10330,526,246,11102
104,26179,150558,7638,3584,161780,13972,11203,569,258,12030
105,28337,162575,8264,3846,174685,15063,12017,626,262,12905
106,30843,175765,8936,4181,188882,16703,13190,672,335,14197
107,33257,189834,9708,4507,204049,17581,14069,772,326,15167
108,35922,205175,10557,4837,220569,19185,15341,849,330,16520
109,38917,221655,11374,5214,238243,20669,16480,817,377,17674
110,42073,239585,12308,5590,257483,22396,17930,934,376,19240
111,45474,259206,13299,6023,278528,24446,19621,991,433,21045
112,49175,280447,14407,6501,301355,26528,21241,1108,478,22827
113,53186,303712,15571,7042,326325,28981,23265,1164,541,24970
114,57473,328338,16812,7593,352743,30705,24626,1241,551,26418
115,62205,355471,18131,8200,381802,33791,27133,1319,607,29059
116,67183,384154,19563,8880,412597,35773,28683,1432,680,30795
117,72711,415932,21168,9535,446635,39566,31778,1605,655,34038
118,78502,449836,22896,10306,483038,42194,33904,1728,771,36403
119,84999,487684,24828,11171,523683,47142,37848,1932,865,40645
120,91854,527166,26846,12041,566053,49225,39482,2018,870,42370
121,99537,570959,28988,13011,612958,54588,43793,2142,970,46905
122,107577,616528,31375,14066,661969,57051,45569,2387,1055,49011
123,116229,667196,33964,15198,716358,63041,50668,2589,1132,54389
124,125529,720532,36760,16411,773703,66645,53336,2796,1213,57345
125,135934,779830,39780,17760,837370,74072,59298,3020,1349,63667
126,146871,842475,43038,19249,904762,78329,62645,3258,1489,67392
127,159253,912086,46495,20759,979340,86960,69611,3457,1510,74578
128,172137,985728,50265,22436,1058429,91973,73642,3770,1677,79089
129,186458,1066668,54401,24248,1145317,101209,80940,4136,1812,86888
130,201876,1153069,58760,26100,1237929,108030,86401,4359,1852,92612
131,218638,1247653,63504,28231,1339388,118221,94584,4744,2131,101459
132,236637,1349015,68648,30467,1448130,126741,101362,5144,2236,108742
133,256168,1460319,74287,33019,1567625,139026,111304,5639,2552,119495
134,277163,1578995,80397,35778,1695170,148540,118676,6110,2759,127545
135,300335,1709259,86971,38707,1834937,162939,130264,6574,2929,139767
136,324401,1847692,94118,41954,1983764,172893,138433,7147,3247,148827
137,351046,2000223,102064,45424,2147711,190592,152531,7946,3470,163947
138,379605,2162560,110389,49203,2322152,203000,162337,8325,3779,174441
139,410885,2340826,119498,53204,2513528,222656,178266,9109,4001,191376
140,444213,2530938,129234,57598,2717770,237570,190112,9736,4394,204242
141,481139,2739426,139683,62334,2941443,260599,208488,10449,4736,223673
142,520250,2963203,151285,67383,3181871,279539,223777,11602,5049,240428
143,563525,3207822,163613,72958,3444393,305797,244619,12328,5575,262522
144,609201,3470118,177148,78969,3726235,327518,262296,13535,6011,281842
145,659829,3756505,191721,85373,4033599,357992,286387,14573,6404,307364
146,713615,4063973,207584,92532,4364089,384276,307468,15863,7159,330490
147,772626,4398160,224663,100029,4722852,417774,334187,17079,7497,358763
148,835057,4756423,243230,108101,5107754,447333,358263,18567,8072,384902
149,904360,5147536,262821,116966,5527323,488872,391113,19591,8865,419569
150,978177,5567485,284527,126649,5978661,525155,419949,21706,9683,451338
151,1058677,6027005,308036,137021,6472062,573901,459520,23509,10372,493401
152,1145286,6517998,333498,148010,6999506,614053,490993,25462,10989,527444
153,1240278,7055144,360843,160107,7576094,671580,537146,27345,12097,576588
154,1342164,7631658,390436,173239,8195333,721125,576514,29593,13132,619239
155,1452915,8258222,422347,187353,8867922,783340,626564,31911,14114,672589
156,1571710,8931154,456957,202602,9590713,841586,672932,34610,15249,722791
157,1700992,9666959,494514,219064,10380537,919106,735805,37557,16462,789824
158,1839407,10455757,535237,236937,11227931,985809,788798,40723,17873,847394
159,1991690,11316035,579235,256139,12151409,1075761,860278,43998,19202,923478
160,2155473,12240574,626808,277035,13144417,1156791,924539,47573,20896,993008
161,2332931,13248678,678431,299896,14227005,1260046,1008104,51623,22861,1082588
162,2523489,14332858,734325,324476,15391659,1355212,1084180,55894,24580,1164654
163,2732049,15510807,794405,350937,16656149,1473050,1177949,60080,26461,1264490
164,2954785,16779935,859802,379764,18019501,1586088,1269128,65397,28827,1363352
165,3198236,18160238,930141,410935,19501314,1725264,1380303,70339,31171,1481813
166,3459225,19648010,1006436,444611,21099057,1858732,1487772,76295,33676,1597743
167,3742953,21264622,1089095,481200,22834917,2019588,1616612,82659,36589,1735860
168,4050628,23007931,1178541,520330,24706802,2179560,1743309,89446,39130,1871885
169,4384025,24899149,1275306,562931,26737386,2363981,1891218,96765,42601,2030584
170,4744327,26943677,1379945,609331,28932953,2555869,2044528,104639,46400,2195567
171,5133990,29156524,1493397,659439,31309360,2766070,2212847,113452,50108,2376407
172,5555997,31552470,1616037,713797,33882304,2994951,2395946,122640,54358,2572944
173,6012342,34139628,1749652,772384,36661664,3235705,2587158,133615,58587,2779360
174,6505927,36943792,1894038,835802,39673632,3505553,2804164,144386,63418,3011968
175,7039022,39976221,2049599,904198,42930018,3789481,3032429,155561,68396,3256386
176,7617282,43259637,2218023,978233,46455893,4104135,3283416,168424,74035,3525875
177,8240710,46808590,2400552,1058883,50268025,4435560,3548953,182529,80650,3812132
178,8917412,50650162,2597163,1146326,54393651,4802328,3841572,196611,87443,4125626
179,9648915,54806240,2810385,1240586,58857211,5195063,4156078,213222,94260,4463560
180,10441398,59311445,3041215,1342089,63694749,5630021,4505205,230830,101503,4837538
181,11296568,64178089,3291037,1452421,68921547,6081968,4866644,249822,110332,5226798
182,12225728,69447092,3560829,1571997,74579918,6587531,5269003,269792,119576,5658371
183,13227616,75140270,3853406,1701063,80694739,7116709,5693178,292577,129066,6114821
184,14314866,81313704,4169306,1841842,87324852,7717363,6173434,315900,140779,6630113
185,15489364,87977954,4510586,1992600,94481140,8330786,6664250,341280,150758,7156288
186,16760546,95207336,4881134,2156121,102244591,9034633,7229382,370548,163521,7763451
187,18136230,103018343,5282482,2332595,110633420,9764513,7811007,401348,176474,8388829
188,19625480,111479779,5715845,2523694,119719318,10575148,8461436,433363,191099,9085898
189,21235165,120626083,6185667,2730668,129542418,11432785,9146304,469822,206974,9823100
190,22982416,130541903,6693137,2955208,140190248,12395081,9915820,507470,224540,10647830
191,24864699,141249450,7243323,3197848,151690621,13382656,10707547,550186,242640,11500373
192,26910242,152852051,7837488,3461353,164150892,14505814,11602601,594165,263505,12460271
