Timestamp : 13|01_01:07
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
52,208,1208,70,29,1307,106,83,5,2,90
53,226,1316,72,32,1420,131,108,2,3,113
54,247,1407,79,33,1519,120,91,7,1,99
55,270,1527,86,34,1647,151,120,7,1,128
56,291,1647,92,35,1774,148,120,6,1,127
57,317,1801,98,38,1937,189,154,6,3,163
58,338,1972,109,40,2121,205,171,11,2,184
59,370,2149,119,46,2314,225,177,10,6,193
60,383,2301,129,55,2485,184,152,10,9,171
61,421,2537,135,59,2731,284,236,6,4,246
62,447,2719,146,63,2928,223,182,11,4,197
63,493,2966,154,65,3185,303,247,8,2,257
64,543,3169,160,69,3398,263,203,6,4,213
65,602,3424,175,75,3674,335,255,15,6,276
66,640,3688,187,82,3957,321,264,12,7,283
67,709,4032,198,85,4315,427,344,11,3,358
68,764,4357,211,89,4657,397,325,13,4,342
69,848,4754,222,94,5070,497,397,11,5,413
70,912,5149,239,101,5489,483,395,17,7,419
71,998,5635,258,108,6001,598,486,19,7,512
72,1059,6053,275,119,6447,507,418,17,11,446
73,1178,6663,292,126,7081,753,610,17,7,634
74,1264,7142,317,137,7596,601,479,25,11,515
75,1394,7792,345,152,8289,823,650,28,15,693
76,1484,8352,384,169,8905,706,560,39,17,616
77,1626,9121,415,183,9719,956,769,31,14,814
78,1738,9847,454,204,10505,898,726,39,21,786
79,1902,10678,488,227,11393,1052,831,34,23,888
80,2047,11562,537,242,12341,1093,884,49,15,948
81,2183,12501,590,260,13351,1146,939,53,18,1010
82,2366,13491,645,279,14415,1247,990,55,19,1064
83,2562,14629,701,305,15635,1416,1138,56,26,1220
84,2767,15738,761,334,16833,1403,1109,60,29,1198
85,2989,17077,821,363,18261,1650,1339,60,29,1428
86,3210,18386,898,393,19677,1637,1309,77,30,1416
87,3479,19960,979,424,21363,1955,1574,81,31,1686
88,3763,21575,1058,458,23091,2012,1615,79,34,1728
89,4097,23321,1141,493,24955,2198,1746,83,35,1864
90,4419,25278,1231,537,27046,2413,1957,90,44,2091
91,4819,27397,1340,592,29329,2683,2119,109,55,2283
92,5207,29570,1446,655,31671,2730,2173,106,63,2342
93,5601,31997,1586,710,34293,3016,2427,140,55,2622
94,6103,34675,1725,775,37175,3384,2678,139,65,2882
95,6564,37549,1872,856,40277,3563,2874,147,81,3102
96,7060,40530,2022,927,43479,3698,2981,150,71,3202
97,7599,43864,2197,1012,47073,4133,3334,175,85,3594
98,8221,47345,2355,1095,50795,4344,3481,158,83,3722
99,8890,51176,2556,1187,54919,4793,3831,201,92,4124
100,9632,55240,2766,1294,59300,5123,4064,210,107,4381
101,10515,59680,2991,1385,64056,5639,4440,225,91,4756
102,11410,64435,3244,1503,69182,6021,4755,253,118,5126
103,12351,69704,3522,1631,74857,6616,5269,278,128,5675
104,13348,75380,3842,1748,80970,7110,5676,320,117,6113
105,14511,81472,4177,1879,87528,7721,6092,335,131,6558
106,15695,88236,4521,2013,94770,8426,6764,344,134,7242
107,17036,95475,4903,2179,102557,9128,7239,382,166,7787
108,18316,103271,5340,2354,110965,9688,7796,437,175,8408
109,19780,111570,5820,2537,119927,10426,8299,480,183,8962
110,21352,120847,6309,2745,129901,11546,9277,489,208,9974
111,23049,130696,6823,2993,140512,12308,9849,514,248,10611
112,24946,141567,7406,3216,152189,13574,10871,583,223,11677
113,26964,153470,7989,3503,164962,14791,11903,583,287,12773
114,29206,166140,8607,3778,178525,15805,12670,618,275,13563
115,31681,179691,9319,4104,193114,17064,13551,712,326,14589
116,34206,194413,10107,4442,208962,18373,14722,788,338,15848
117,37001,210166,10875,4819,225860,19693,15753,768,377,16898
118,40052,227292,11740,5206,244238,21429,17126,865,387,18378
119,43180,245789,12742,5650,264181,23071,18497,1002,444,19943
120,46730,265879,13769,6108,285756,25125,20090,1027,458,21575
121,50589,287699,14839,6601,309139,27242,21820,1070,493,23383
122,54860,311176,16037,7141,334354,29486,23477,1198,540,25215
123,59345,336949,17321,7720,361990,32121,25773,1284,579,27636
124,64158,364683,18719,8337,391739,34562,27734,1398,617,29749
125,69262,394415,20256,9033,423704,37069,29732,1537,696,31965
126,74895,426731,21891,9815,458437,40366,32316,1635,782,34733
127,80985,461467,23679,10556,495702,43355,34736,1788,741,37265
128,87557,499467,25683,11429,536579,47449,38000,2004,873,40877
129,94737,540177,27798,12348,580323,50924,40710,2115,919,43744
130,102453,584869,30193,13349,628411,55804,44692,2395,1001,48088
131,111017,632774,32606,14443,679823,59976,47905,2413,1094,51412
132,120235,684668,35263,15599,735530,64925,51894,2657,1156,55707
133,130046,740239,38121,16875,795235,69516,55571,2858,1276,59705
134,140655,800725,41207,18315,860247,75621,60486,3086,1440,65012
135,151955,865809,44753,19895,930457,81510,65084,3546,1580,70210
136,164314,936784,48416,21465,1006665,88567,70975,3663,1570,76208
137,178105,1013857,52381,23130,1089368,96494,77073,3965,1665,82703
138,192833,1096527,56710,24978,1178215,103575,82670,4329,1848,88847
139,208906,1187090,61277,27011,1275378,113236,90563,4567,2033,97163
140,225766,1284443,66283,29160,1379886,121368,97353,5006,2149,104508
141,244245,1389621,71501,31503,1492625,131218,105178,5218,2343,112739
142,264260,1503287,77293,34067,1614647,142037,113666,5792,2564,122022
143,286227,1626947,83543,36913,1747403,154723,123660,6250,2846,132756
144,309606,1760434,90335,39976,1890745,166721,133487,6792,3063,143342
145,335171,1905576,97560,43303,2046439,181259,145142,7225,3327,155694
146,363156,2061507,105576,46755,2213838,195384,155931,8016,3452,167399
147,393142,2231508,114385,50625,2396518,212666,170001,8809,3870,182680
148,425252,2414075,123914,54807,2592796,228388,182567,9529,4182,196278
149,460260,2613523,134202,59329,2807054,249266,199448,10288,4522,214258
150,497435,2828791,145491,64193,3038475,268596,215268,11289,4864,231421
151,538694,3060973,157335,69393,3287701,290485,232182,11844,5200,249226
152,582994,3312293,170149,74965,3557407,314006,251320,12814,5572,269706
153,631180,3584174,184084,81174,3849432,340211,271881,13935,6209,292025
154,682956,3879414,199423,87828,4166665,369009,295240,15339,6654,317233
155,739351,4199282,215670,95005,4509957,399687,319868,16247,7177,343292
156,800365,4545003,233547,102781,4881331,432388,345721,17877,7776,371374
157,866500,4919044,252649,111277,5282970,467774,374041,19102,8496,401639
158,936938,5322455,273728,120496,5716679,504147,403411,21079,9219,433709
159,1013884,5760200,296197,130291,6186688,546955,437745,22469,9795,470009
160,1096900,6232978,320736,140920,6694634,590962,472778,24539,10629,507946
161,1187715,6746672,347010,152592,7246274,642455,513694,26274,11672,551640
162,1285190,7299874,375382,165162,7840418,691619,553202,28372,12570,594144
163,1391368,7902209,406293,178760,8487262,753022,602335,30911,13598,646844
164,1505784,8550583,439715,193491,9183789,810943,648374,33422,14731,696527
165,1630183,9254162,475661,209157,9938980,879590,703579,35946,15666,755191
166,1763803,10012081,514949,226396,10753426,948066,757919,39288,17239,814446
167,1909531,10833751,557084,244878,11635713,1028015,821670,42135,18482,882287
168,2066274,11720796,602676,264834,12588306,1109336,887045,45592,19956,952593
169,2236132,12687185,651852,286739,13625776,1207328,966389,49176,21905,1037470
170,2420310,13728344,705243,310236,14743823,1302225,1041159,53391,23497,1118047
171,2619474,14859019,763351,335735,15958105,1413446,1130675,58108,25499,1214282
172,2834189,16079388,826009,363304,17268701,1525311,1220369,62658,27569,1310596
173,3067375,17401267,894044,393200,18688511,1652996,1321879,68035,29896,1419810
174,3319428,18828568,967449,425496,20221513,1785055,1427301,73405,32296,1533002
175,3591392,20373809,1046908,460671,21881388,1931839,1545241,79459,35175,1659875
176,3886031,22044712,1133106,498603,23676421,2089672,1670903,86198,37932,1795033
177,4204630,23854517,1225997,539476,25619990,2262168,1809805,92891,40873,1943569
178,4550143,25812665,1326884,583784,27723333,2448856,1958148,100887,44308,2103343
179,4921921,27932549,1435533,632016,30000098,2648543,2119884,108649,48232,2276765
180,5326333,30230885,1552195,684285,32467365,2871679,2298336,116662,52269,2467267
181,5762429,32712053,1679513,740595,35132161,3100892,2481168,127318,56310,2664796
182,6236410,35402595,1817597,801236,38021428,3363248,2690542,138084,60641,2889267
183,6747282,38307541,1966501,867268,41141310,3630754,2904946,148904,66032,3119882
184,7303428,41455535,2127737,938408,44521680,3936516,3147994,161236,71140,3380370
185,7900839,44857045,2302719,1015781,48175545,4251276,3401510,174982,77373,3653865
186,8549727,48545604,2491482,1099405,52136491,4609834,3688559,188763,83624,3960946
187,9251045,52527165,2696720,1189222,56413107,4977934,3981561,205238,89817,4276616
188,10012037,56845789,2918070,1286586,61050445,5398330,4318624,221350,97364,4637338
189,10834050,61510631,3157442,1391815,66059888,5831456,4664842,239372,105229,5009443
190,11725190,66570388,3415888,1506203,71492479,6323731,5059757,258446,114388,5432591
191,12685795,72031569,3696633,1629736,77357938,6826064,5461181,280745,123533,5865459
192,13729734,77948362,3999711,1763684,83711757,7397758,5916793,303078,133948,6353819
