Timestamp : 13|01_01:02
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
165,1439056,8193667,420191,185777,8799635,774475,620127,31526,13967,665620
166,1557048,8864195,454800,200874,9519869,838226,670528,34609,15097,720234
167,1685324,9592012,491737,217321,10301070,909477,727817,36937,16447,781201
168,1824764,10379771,532041,235105,11146917,985287,787759,40304,17784,845847
169,1975046,11231702,575788,254309,12061799,1065164,851931,43747,19204,914882
170,2137743,12154367,623173,275064,13052604,1153502,922665,47385,20755,990805
171,2312979,13152035,674037,297738,14123810,1246442,997668,50864,22674,1071206
172,2502707,14229667,729279,322289,15281235,1347153,1077632,55242,24551,1157425
173,2708325,15396205,789297,348509,16534011,1458394,1166538,60018,26220,1252776
174,2931554,16658826,854010,376820,17889656,1578874,1262621,64713,28311,1355645
175,3172589,18023959,924257,407760,19355976,1707355,1365133,70247,30940,1466320
176,3433581,19506150,1000700,441257,20948107,1853123,1482191,76443,33497,1592131
177,3714142,21104438,1083485,477289,22665212,1997666,1598288,82785,36032,1717105
178,4019865,22839196,1172471,516448,24528115,2168626,1734758,88986,39159,1862903
179,4349851,24712048,1268908,558382,26539338,2341209,1872852,96437,41934,2011223
180,4707601,26742524,1373181,604103,28719808,2538220,2030476,104273,45721,2180470
181,5094645,28936397,1484991,653861,31075249,2742485,2193873,111810,49758,2355441
182,5514095,31312502,1606352,707561,33626415,2970616,2376105,121361,53700,2551166
183,5964986,33885722,1738855,765919,36390496,3214972,2573220,132503,58358,2764081
184,6456498,36667642,1881674,828799,39378115,3479131,2781920,142819,62880,2987619
185,6989986,39681480,2035600,896607,42613687,3769060,3013838,153926,67808,3235572
186,7563743,42945462,2202763,970544,46118769,4078839,3263982,167163,73937,3505082
187,8185267,46473799,2383294,1050175,49907268,4410023,3528337,180531,79631,3788499
188,8856944,50292742,2578986,1136861,54008589,4772998,3818943,195692,86686,4101321
189,9585514,54424782,2790830,1229904,58445516,5165497,4132040,211844,93043,4436927
190,10372373,58896153,3019661,1331018,63246832,5588175,4471371,228831,101114,4801316
191,11224555,63735051,3267960,1440965,68443976,6049326,4838898,248299,109947,5197144
192,12147196,68973224,3537170,1559702,74070096,6548761,5238173,269210,118737,5626120
