Timestamp : 13|01_01:01
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
1,4,0,0,0,0,0,0,0,0,0
2,5,7,0,0,7,8,7,0,0,7
3,5,7,0,0,7,0,0,0,0,0
4,7,14,0,0,14,9,7,0,0,7
5,7,14,0,0,14,0,0,0,0,0
6,10,20,0,0,20,9,6,0,0,6
7,10,20,0,0,20,0,0,0,0,0
8,12,27,0,0,27,9,7,0,0,7
9,11,27,1,0,28,0,0,1,0,1
10,15,31,1,0,32,8,4,0,0,4
11,15,31,1,0,32,0,0,0,0,0
12,19,42,1,0,43,15,11,0,0,11
13,19,42,1,0,43,0,0,0,0,0
14,21,51,1,0,52,11,9,0,0,9
15,21,51,1,0,52,0,0,0,0,0
16,21,66,3,0,69,17,15,2,0,17
17,21,66,3,0,69,0,0,0,0,0
18,22,89,3,0,92,24,23,0,0,23
19,22,89,3,0,92,0,0,0,0,0
20,36,114,3,0,117,39,25,0,0,25
21,35,114,3,1,118,0,0,0,1,1
22,37,146,4,1,151,35,32,1,0,33
23,36,152,5,1,158,6,6,1,0,7
24,40,175,5,1,181,27,23,0,0,23
25,40,177,6,1,184,3,2,1,0,3
26,44,199,6,2,207,27,22,0,1,23
27,45,204,6,2,212,6,5,0,0,5
28,51,244,6,3,253,47,40,0,1,41
29,53,247,7,3,257,6,3,1,0,4
30,63,283,7,3,293,46,36,0,0,36
31,66,304,7,4,315,25,21,0,1,22
32,73,347,9,4,360,52,43,2,0,45
33,73,371,12,4,387,27,24,3,0,27
34,87,420,13,5,438,65,49,1,1,51
35,89,439,13,7,459,23,19,0,2,21
36,100,494,14,7,515,67,55,1,0,56
37,101,532,16,11,559,45,38,2,4,44
38,117,594,18,12,624,81,62,2,1,65
39,130,631,19,12,662,51,37,1,0,38
40,138,702,24,12,738,84,71,5,0,76
41,151,738,27,13,778,53,36,3,1,40
42,165,812,32,14,858,94,74,5,1,80
43,173,877,38,15,930,80,65,6,1,72
44,180,978,44,15,1037,114,101,6,0,107
45,196,1069,48,16,1133,112,91,4,1,96
46,215,1166,51,17,1234,120,97,3,1,101
47,221,1269,63,20,1352,124,103,12,3,118
48,239,1378,68,22,1468,134,109,5,2,116
49,258,1500,72,23,1595,146,122,4,1,127
50,273,1612,75,25,1712,132,112,3,2,117
51,305,1745,82,27,1854,174,133,7,2,142
52,318,1842,86,30,1958,117,97,4,3,104
53,344,1995,90,36,2121,189,153,4,6,163
54,370,2111,99,43,2253,158,116,9,7,132
55,384,2295,110,50,2455,216,184,11,7,202
56,405,2432,113,57,2602,168,137,3,7,147
57,447,2604,115,68,2787,227,172,2,11,185
58,467,2752,124,78,2954,187,148,9,10,167
59,503,2997,140,84,3221,303,245,16,6,267
