Timestamp : 13|01_01:00
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
79,1186,7187,350,190,7727,582,466,24,14,504
80,1293,7726,373,199,8298,678,539,23,9,571
81,1377,8263,398,217,8878,664,537,25,18,580
82,1481,8869,437,230,9536,762,606,39,13,658
83,1585,9593,478,244,10315,883,724,41,14,779
84,1716,10295,517,267,11079,895,702,39,23,764
85,1864,11121,556,282,11959,1028,826,39,15,880
86,2007,11964,595,307,12866,1050,843,39,25,907
87,2181,12915,649,326,13890,1198,951,54,19,1024
88,2353,13920,699,355,14974,1256,1005,50,29,1084
89,2571,14977,748,378,16103,1347,1057,49,23,1129
90,2818,16203,807,408,17418,1562,1226,59,30,1315
91,3032,17436,878,433,18747,1543,1233,71,25,1329
92,3283,18945,953,470,20368,1872,1509,75,37,1621
93,3550,20451,1053,502,22006,1905,1506,100,32,1638
94,3834,22163,1142,541,23846,2124,1712,89,39,1840
95,4126,23946,1244,573,25763,2209,1783,102,32,1917
96,4463,25982,1334,624,27940,2514,2036,90,51,2177
97,4815,28104,1445,679,30228,2640,2122,111,55,2288
98,5235,30295,1555,730,32580,2772,2191,110,51,2352
99,5659,32748,1671,788,35207,3051,2453,116,58,2627
100,6124,35373,1820,851,38044,3302,2625,149,63,2837
101,6557,38219,2000,918,41137,3526,2846,180,67,3093
102,7083,41304,2168,997,44469,3858,3085,168,79,3332
103,7705,44652,2327,1080,48059,4212,3348,159,83,3590
104,8290,48289,2499,1174,51962,4488,3637,172,94,3903
105,8999,52318,2690,1269,56277,5024,4029,191,95,4315
106,9703,56381,2896,1361,60638,5065,4063,206,92,4361
107,10512,61072,3155,1469,65696,5867,4691,259,108,5058
108,11385,65774,3405,1573,70752,5929,4702,250,104,5056
109,12327,71338,3705,1693,76736,6926,5564,300,120,5984
110,13280,76907,4029,1824,82760,6977,5569,324,131,6024
111,14393,83272,4370,1968,89610,7963,6365,341,144,6850
112,15568,89781,4701,2104,96586,8151,6509,331,136,6976
113,16884,97220,5074,2268,104562,9292,7439,373,164,7976
114,18164,104807,5493,2447,112747,9465,7587,419,179,8185
115,19719,113495,5919,2655,122069,10877,8688,426,208,9322
116,21221,122425,6426,2874,131725,11158,8930,507,219,9656
117,23017,132448,6946,3114,142508,12579,10023,520,240,10783
118,24785,142902,7512,3357,153771,13031,10454,566,243,11263
119,26833,154690,8120,3636,166446,14723,11788,608,279,12675
120,29003,166899,8779,3926,179604,15328,12209,659,290,13158
121,31272,180541,9520,4208,194269,16934,13642,741,282,14665
122,33881,194738,10246,4538,209522,17862,14197,726,330,15253
123,36756,210552,11076,4917,226545,19898,15814,830,379,17023
124,39776,227241,11944,5310,244495,20970,16689,868,393,17950
125,43008,245628,12891,5732,264251,22988,18387,947,422,19756
126,46335,265448,13992,6148,285588,24664,19820,1101,416,21337
127,50166,286843,15130,6680,308653,26896,21395,1138,532,23065
128,54194,309971,16332,7234,333537,28912,23128,1202,554,24884
129,58647,335040,17582,7776,360398,31314,25069,1250,542,26861
130,63569,362306,18910,8365,389581,34105,27266,1328,589,29183
131,68644,391453,20447,9024,420924,36418,29147,1537,659,31343
132,74142,423395,22056,9775,455226,39800,31942,1609,751,34302
133,80280,457660,23807,10593,492060,42972,34265,1751,818,36834
134,86890,494904,25700,11489,532093,46643,37244,1893,896,40033
135,93972,535240,27750,12382,575372,50361,40336,2050,893,43279
136,101720,578945,30000,13386,622331,54707,43705,2250,1004,46959
137,110031,626348,32417,14496,673261,59241,47403,2417,1110,50930
138,118959,677659,35122,15642,728423,64090,51311,2705,1146,55162
139,128869,733041,37830,16875,787746,69233,55382,2708,1233,59323
140,139525,792596,40846,18219,851661,74571,59555,3016,1344,63915
141,150895,857392,44185,19717,921294,81003,64796,3339,1498,69633
142,163068,927470,47761,21347,996578,87457,70078,3576,1630,75284
143,176642,1002720,51650,23109,1077479,94475,75250,3889,1762,80901
144,191078,1085169,55899,24918,1165986,102943,82449,4249,1809,88507
145,206651,1173874,60494,26958,1261326,110913,88705,4595,2040,95340
146,223500,1270897,65423,29080,1365400,120923,97023,4929,2122,104074
147,241986,1374948,70762,31372,1477082,130168,104051,5339,2292,111682
148,261886,1488540,76619,33932,1599091,141909,113592,5857,2560,122009
149,283443,1609524,82938,36640,1729102,151568,120984,6319,2708,130011
150,306920,1741961,89583,39574,1871118,165493,132437,6645,2934,142016
151,331553,1883431,96957,42943,2023331,176846,141470,7374,3369,152213
152,358849,2038735,104946,46441,2190122,194087,155304,7989,3498,166791
153,388321,2204473,113478,50167,2368118,207468,165738,8532,3726,177996
154,420271,2386352,122638,54296,2563286,227118,181879,9160,4129,195168
155,454558,2580839,132745,58708,2772292,243293,194487,10107,4412,209006
156,492157,2793400,143586,63468,3000454,265761,212561,10841,4760,228162
157,532343,3021721,155285,68643,3245649,285381,228321,11699,5175,245195
158,576459,3270249,167904,74224,3512377,310844,248528,12619,5581,266728
159,623623,3537600,181812,80320,3799732,334519,267351,13908,6096,287355
160,674563,3829389,196864,86901,4113154,364362,291789,15052,6581,313422
161,729319,4142490,213067,94035,4449592,391194,313101,16203,7134,336438
162,789643,4482952,230468,101828,4815248,425980,340462,17401,7793,365656
163,853866,4849426,249367,110075,5208868,457843,366474,18899,8247,393620
164,923481,5248161,269814,119260,5637235,497982,398735,20447,9185,428367
165,999041,5677063,292021,128872,6097956,536281,428902,22207,9612,460721
166,1081734,6145335,315829,139473,6600637,585374,468272,23808,10601,502681
167,1169411,6647887,341578,150850,7140315,627355,502552,25749,11377,539678
168,1266583,7194503,369627,162772,7726902,683759,546616,28049,11922,586587
169,1369933,7785934,399985,176300,8362219,738667,591431,30358,13528,635317
170,1482969,8426193,433062,190754,9050009,800826,640259,33077,14454,687790
171,1604960,9115983,468495,206436,9790914,862896,689790,35433,15682,740905
172,1737196,9865777,506800,223492,10596069,937391,749794,38305,17056,805155
173,1879211,10674095,548398,242120,11464613,1010559,808318,41598,18628,868544
174,2034506,11549999,593485,262205,12405689,1096371,875904,45087,20085,941076
175,2200596,12496799,641894,283541,13422234,1182635,946800,48409,21336,1016545
176,2381619,13526149,694731,306581,14527461,1286250,1029350,52837,23040,1105227
177,2576736,14637927,751833,331899,15721659,1389315,1111778,57102,25318,1194198
178,2787793,15841268,813733,359343,17014344,1503742,1203341,61900,27444,1292685
179,3017153,17142977,880734,388797,18412508,1627524,1301709,67001,29454,1398164
180,3265525,18547997,952800,420744,19921541,1757405,1405020,72066,31947,1509033
181,3534050,20071127,1030728,455098,21556953,1903937,1523130,77928,34354,1635412
182,3823545,21720335,1115688,492537,23328560,2061102,1649208,84960,37439,1771607
183,4138745,23505340,1206676,532928,25244944,2231584,1785005,90988,40391,1916384
184,4479216,25437024,1305334,576650,27319008,2414535,1931684,98658,43722,2074064
185,4848268,27526947,1412492,623764,29563203,2613247,2089923,107158,47114,2244195
186,5245691,29786395,1528454,674821,31989670,2823890,2259448,115962,51057,2426467
187,5676322,32234925,1654421,730252,34619598,3060559,2448530,125967,55431,2629928
188,6141676,34877631,1790884,789718,37458233,3303989,2642706,136463,59466,2838635
189,6647769,37745604,1938184,854552,40538340,3586200,2867973,147300,64834,3080107
190,7193118,40846721,2097204,924523,43868448,3875457,3101117,159020,69971,3330108
191,7785069,44206551,2269565,1000319,47476435,4199938,3359830,172361,75796,3607987
192,8424100,47837289,2455911,1082260,51375460,4538056,3630738,186346,81941,3899025
