Timestamp : 13|01_00:58
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
153,614513,3489741,178673,79263,3747677,330677,264259,13467,5957,283683
154,664903,3775606,193368,85643,4054617,357330,285865,14695,6380,306940
155,719869,4087269,209403,92772,4389444,389793,311663,16035,7129,334827
156,778902,4420788,226545,100283,4747616,417205,333519,17142,7511,358172
157,843164,4785559,245404,108552,5139515,456161,364771,18859,8269,391899
158,911557,5176704,265779,117507,5559990,488868,391145,20375,8955,420475
159,986762,5602618,287763,126870,6017251,532466,425914,21984,9363,457261
160,1067097,6060432,311435,137404,6509271,572355,457814,23672,10534,492020
161,1155301,6558037,336804,148553,7043394,622327,497605,25369,11149,534123
162,1249169,7094206,364438,160915,7619559,670033,536169,27634,12362,576165
163,1351658,7678739,394257,174405,8247401,730331,584533,29819,13490,627842
164,1461888,8306922,426366,188639,8921927,784756,628183,32109,14234,674526
165,1582896,8989411,461150,204092,9654653,853734,682489,34784,15453,732726
166,1711863,9724555,499126,220767,10444448,918762,735144,37976,16675,789795
167,1853478,10524608,539980,238633,11303221,1000388,800053,40854,17866,858773
168,2005536,11386713,584621,257974,12229308,1078145,862105,44641,19341,926087
169,2170359,12323948,632862,278982,13235792,1171307,937235,48241,21008,1006484
170,2347728,13333874,684421,301959,14320254,1261831,1009926,51559,22977,1084462
171,2541845,14428088,740604,326772,15495464,1369327,1094214,56183,24813,1175210
172,2750662,15612068,801480,353694,16767242,1480595,1183980,60876,26922,1271778
173,2976246,16894273,867566,382590,18144429,1602771,1282205,66086,28896,1377187
174,3220792,18283278,938683,413724,19635685,1735802,1389005,71117,31134,1491256
175,3485918,19784279,1015645,447974,21247898,1877339,1501001,76962,34250,1612213
176,3772225,21410275,1098838,484745,22993858,2032267,1625996,83193,36771,1745960
177,4081039,23166770,1188817,524835,24880422,2195378,1756495,89979,40090,1886564
178,4416472,25072552,1286658,567874,26927084,2382095,1905782,97841,43039,2046662
179,4779041,27131900,1391622,614611,29138133,2573618,2059348,104964,46737,2211049
180,5171891,29363262,1505839,665132,31534233,2788950,2231362,114217,50521,2396100
181,5595885,31773618,1629852,719893,34123363,3013124,2410356,124013,54761,2589130
182,6055771,34382780,1763735,778875,36925390,3261913,2609162,133883,58982,2802027
183,6552829,37205716,1908510,842650,39956876,3528544,2822936,144775,63775,3031486
184,7092424,40261273,2065078,911684,43238035,3820754,3055557,156568,69034,3281159
185,7673504,43567787,2235016,986429,46789232,4132277,3306514,169938,74745,3551197
186,8301987,47147139,2418402,1067579,50633120,4472371,3579352,183386,81150,3843888
187,8984068,51018250,2616793,1155055,54790098,4839059,3871111,198391,87476,4156978
188,9722146,55208330,2831900,1249707,59289937,5237917,4190080,215107,94652,4499839
189,10521385,59741540,3063755,1352078,64157373,5666675,4533210,231855,102371,4867436
190,11384508,64645049,3315427,1463561,69424037,6129787,4903509,251672,111483,5266664
191,12318994,69952429,3587342,1583872,75123643,6634092,5307380,271915,120311,5699606
192,13330837,75694326,3881743,1713504,81289573,7177773,5741897,294401,129632,6165930
