Timestamp : 13|01_00:59
Mois,Lapins vivants,Nombre de lapin juvéniles morts au total,Nombre de lapin enfant mort au total,Nombre de lapin adulte mort au total,Total de lapins morts,Nombre de naissance par mois,Nombre de lapin juvéniles morts par mois,Nombre de lapin enfant mort par mois,Nombre de lapin adulte mort par mois,Nombre de lapin mort en 1 mois
43,160,862,32,17,911,106,85,3,1,89
44,167,913,34,20,967,63,51,2,3,56
45,182,1009,39,23,1071,119,96,5,3,104
46,191,1064,41,24,1129,67,55,2,1,58
47,216,1189,47,25,1261,157,125,6,1,132
48,229,1260,50,28,1338,90,71,3,3,77
49,247,1373,57,33,1463,143,113,7,5,125
50,258,1465,66,38,1569,117,92,9,5,106
51,285,1614,72,41,1727,185,149,6,3,158
52,302,1703,76,44,1823,113,89,4,3,96
53,336,1877,87,47,2011,222,174,11,3,188
54,348,1972,93,52,2117,118,95,6,5,106
55,382,2188,103,56,2347,264,216,10,4,230
56,401,2316,110,63,2489,161,128,7,7,142
57,444,2529,121,65,2715,269,213,11,2,226
58,473,2701,136,71,2908,222,172,15,6,193
59,517,2924,143,74,3141,277,223,7,3,233
60,552,3092,158,78,3328,222,168,15,4,187
61,587,3361,179,85,3625,332,269,21,7,297
62,626,3611,190,90,3891,305,250,11,5,266
63,677,3918,207,93,4218,378,307,17,3,327
64,731,4210,225,98,4533,369,292,18,5,315
65,802,4561,236,111,4908,446,351,11,13,375
66,873,4954,255,121,5330,493,393,19,10,422
67,958,5318,270,125,5713,468,364,15,4,383
68,1028,5783,290,136,6209,566,465,20,11,496
69,1076,6193,318,152,6663,502,410,28,16,454
70,1171,6744,346,163,7253,685,551,28,11,590
71,1240,7225,374,178,7777,593,481,28,15,524
72,1393,7898,398,191,8487,863,673,24,13,710
73,1496,8489,427,205,9121,737,591,29,14,634
74,1642,9314,469,222,10005,1030,825,42,17,884
75,1765,10038,505,237,10780,898,724,36,15,775
76,1931,10956,542,251,11749,1135,918,37,14,969
77,2076,11779,587,267,12633,1029,823,45,16,884
78,2262,12806,633,289,13728,1281,1027,46,22,1095
79,2438,13808,688,316,14812,1260,1002,55,27,1084
80,2691,15101,746,340,16187,1628,1293,58,24,1375
81,2930,16358,820,360,17538,1590,1257,74,20,1351
82,3194,17877,888,393,19158,1884,1519,68,33,1620
83,3439,19347,986,415,20748,1835,1470,98,22,1590
84,3735,21034,1070,449,22553,2101,1687,84,34,1805
85,4034,22696,1165,487,24348,2094,1662,95,38,1795
86,4373,24648,1258,539,26445,2436,1952,93,52,2097
87,4735,26657,1373,575,28605,2522,2009,115,36,2160
88,5163,28970,1486,626,31082,2905,2313,113,51,2477
89,5548,31324,1607,694,33625,2928,2354,121,68,2543
90,6058,34073,1743,760,36576,3461,2749,136,66,2951
91,6476,36800,1897,833,39530,3372,2727,154,73,2954
92,7087,40016,2048,893,42957,4038,3216,151,60,3427
93,7651,43279,2200,972,46451,4058,3263,152,79,3494
94,8368,47005,2383,1054,50442,4708,3726,183,82,3991
95,9068,50791,2545,1131,54467,4725,3786,162,77,4025
96,9839,55232,2777,1225,59234,5538,4441,232,94,4767
97,10618,59854,3003,1330,64187,5732,4622,226,105,4953
98,11629,64981,3252,1425,69658,6482,5127,249,95,5471
99,12634,70359,3515,1550,75424,6771,5378,263,125,5766
100,13754,76493,3811,1661,81965,7661,6134,296,111,6541
101,14794,82814,4152,1816,88782,7857,6321,341,155,6817
102,15993,89924,4525,1960,96409,8826,7110,373,144,7627
103,17301,97126,4882,2148,104156,9055,7202,357,188,7747
104,18729,105296,5305,2322,112923,10195,8170,423,174,8767
105,20269,114151,5767,2524,122442,11059,8855,462,202,9519
106,21842,123650,6273,2760,132683,11814,9499,506,236,10241
107,23772,134078,6771,2967,143816,13063,10428,498,207,11133
108,25758,144959,7351,3218,155528,13698,10881,580,251,11712
109,27913,157108,7988,3481,168577,15204,12149,637,263,13049
110,30102,170208,8659,3790,182657,16269,13100,671,309,14080
111,32675,184324,9365,4068,197757,17673,14116,706,278,15100
112,35342,199481,10162,4422,214065,18975,15157,797,354,16308
113,38253,216037,10988,4817,231842,20688,16556,826,395,17777
114,41259,234007,11919,5226,251152,22316,17970,931,409,19310
115,44618,253295,12932,5694,271921,24128,19288,1013,468,20769
116,48422,274375,13938,6116,294429,26312,21080,1006,422,22508
117,52379,297067,15118,6643,318828,28356,22692,1180,527,24399
118,56648,321746,16419,7208,345373,30814,24679,1301,565,26545
119,61303,348593,17779,7821,374193,33475,26847,1360,613,28820
120,66321,377139,19248,8447,404834,35659,28546,1469,626,30641
121,71781,408147,20783,9150,438080,38706,31008,1535,703,33246
122,77644,441070,22489,9866,473425,41208,32923,1706,716,35345
123,84017,477189,24325,10656,512170,45118,36119,1836,790,38745
124,90713,516539,26320,11573,554432,48958,39350,1995,917,42262
125,98179,558982,28464,12531,599977,53011,42443,2144,958,45545
126,106215,604805,30809,13601,649215,57274,45823,2345,1070,49238
127,115034,654475,33278,14732,702485,62089,49670,2469,1131,53270
128,124633,707607,36032,15997,759636,66750,53132,2754,1265,57151
129,135112,765756,38983,17268,822007,72850,58149,2951,1271,62371
130,146073,828152,42204,18692,889048,78002,62396,3221,1424,67041
131,157772,895855,45712,20237,961804,84455,67703,3508,1545,72756
132,170692,968982,49511,21868,1040361,91477,73127,3799,1631,78557
133,184890,1048716,53555,23664,1125935,99772,79734,4044,1796,85574
134,200083,1135048,57994,25593,1218635,107893,86332,4439,1929,92700
135,216412,1228301,62834,27635,1318770,116464,93253,4840,2042,100135
136,234269,1328929,67994,30004,1426927,126014,100628,5160,2369,108157
137,253683,1438669,73656,32484,1544809,137296,109740,5662,2480,117882
138,274063,1556485,79687,35137,1671309,146880,117816,6031,2653,126500
139,296614,1684683,86304,38046,1809033,160275,128198,6617,2909,137724
140,320801,1822158,93366,41138,1956662,171816,137475,7062,3092,147629
141,347502,1972131,101127,44496,2117754,187793,149973,7761,3358,161092
142,375818,2132712,109384,48067,2290163,200725,160581,8257,3571,172409
143,407117,2308598,118516,51917,2479031,220167,175886,9132,3850,188868
144,440521,2497198,128070,56183,2681451,235824,188600,9554,4266,202420
145,477146,2704212,138502,60898,2903612,258786,207014,10432,4715,222161
146,516072,2925280,150006,65985,3141271,276585,221068,11504,5087,237659
147,558823,3167663,162300,71438,3401401,302881,242383,12294,5453,260130
148,604555,3426566,175672,77111,3679349,323680,258903,13372,5673,277948
149,654676,3709050,190189,83383,3982622,353394,282484,14517,6272,303273
150,707482,4012031,205945,90376,4308352,378536,302981,15756,6993,325730
151,766330,4342615,222763,97604,4662982,413478,330584,16818,7228,354630
152,828936,4697886,241145,105782,5044813,444437,355271,18382,8178,381831
153,897115,5084333,260991,114611,5459935,483301,386447,19846,8829,415122
154,970280,5499751,282449,124133,5906333,519563,415418,21458,9522,446398
155,1050529,5952547,305282,134405,6392234,566150,452796,22833,10272,485901
156,1135694,6439386,330454,145435,6915275,608206,486839,25172,11030,523041
157,1229545,6969340,357778,157426,7484544,663120,529954,27324,11991,569269
158,1329959,7540313,387157,170307,8097777,713647,570973,29379,12881,613233
159,1439090,8162115,418794,184271,8765180,776534,621802,31637,13964,667403
160,1555794,8830047,453390,199267,9482704,834228,667932,34596,14996,717524
161,1682941,9558327,490897,215691,10264915,909358,728280,37507,16424,782211
162,1820564,10341516,531004,233839,11106359,979067,783189,40107,18148,841444
163,1970016,11193131,574610,253094,12020835,1063928,851615,43606,19255,914476
164,2132386,12109189,621488,273862,13004539,1146074,916058,46878,20768,983704
165,2307739,13105634,672647,296333,14074614,1245428,996445,51159,22471,1070075
166,2496186,14177848,727978,320982,15226808,1340641,1072214,55331,24649,1152194
167,2701982,15342391,787498,347466,16477355,1456343,1164543,59520,26484,1250547
168,2923157,16598201,852020,375999,17826220,1570040,1255810,64522,28533,1348865
169,3162205,17959815,921861,407002,19288678,1701506,1361614,69841,31003,1462458
170,3421008,19432827,997995,440284,20871106,1841231,1473012,76134,33282,1582428
171,3701729,21028383,1079486,476269,22584138,1993753,1595556,81491,35985,1713032
172,4005574,22752840,1167820,515245,24435905,2155612,1724457,88334,38976,1851767
173,4335267,24617540,1263243,557707,26438490,2332278,1864700,95423,42462,2002585
174,4691786,26639457,1366731,603142,28609330,2527359,2021917,103488,45435,2170840
175,5077861,28827242,1478191,652888,30958321,2735066,2187785,111460,49746,2348991
176,5494400,31193762,1599924,706415,33500101,2958319,2366520,121733,53527,2541780
177,5945487,33757177,1731237,764562,36252976,3203962,2563415,131313,58147,2752875
178,6433128,36528271,1873275,827546,39229092,3463757,2771094,142038,62984,2976116
179,6961324,39529052,2027168,895502,42451722,3750826,3000781,153893,67956,3222630
180,7532170,42776980,2193795,969491,45940266,4059390,3247928,166627,73989,3488544
181,8151466,46287855,2373575,1048952,49710382,4389412,3510875,179780,79461,3770116
182,8823828,50092857,2567788,1134760,53795405,4757385,3805002,194213,85808,4085023
183,9546474,54205212,2779067,1227662,58211941,5139182,4112355,211279,92902,4416536
184,10332030,58663723,3007139,1328445,62999307,5572922,4458511,228072,100783,4787366
185,11180198,63480303,3254975,1438142,68173420,6022281,4816580,247836,109697,5174113
186,12099465,68699228,3522042,1555924,73777194,6523041,5218925,267067,117782,5603774
187,13089303,74336529,3811785,1684120,79832434,7045078,5637301,289743,128196,6055240
188,14166049,80444760,4124604,1822046,86391410,7635722,6108231,312819,137926,6558976
189,15328333,87042667,4463437,1971962,93478066,8248940,6597907,338833,149916,7086656
190,16588842,94201755,4830330,2133656,101165741,8948184,7159088,366893,161694,7687675
191,17951175,101934122,5226549,2308142,109468813,9665405,7732367,396219,174486,8303072
192,19427554,110315641,5656266,2496993,118468900,10476466,8381519,429717,188851,9000087
