mois,vivants,morts_juv_cum,morts_enf_cum,morts_adult_cum,morts_total_cum,naiss_mois,morts_juv_mois,morts_enf_mois,morts_adult_mois,morts_mois,source_file
38,160,861,53,21,935,78,67,3,3,73,SimulationLapin_192_mois_13|01_01:06_16.csv
39,180,929,58,21,1008,93,68,5,0,73,SimulationLapin_192_mois_13|01_01:06_16.csv
40,196,990,61,24,1075,83,61,3,3,67,SimulationLapin_192_mois_13|01_01:06_16.csv
41,219,1069,62,27,1158,106,79,1,3,83,SimulationLapin_192_mois_13|01_01:06_16.csv
42,225,1149,70,27,1246,94,80,8,0,88,SimulationLapin_192_mois_13|01_01:06_16.csv
43,241,1253,73,30,1356,126,104,3,3,110,SimulationLapin_192_mois_13|01_01:06_16.csv
44,256,1362,76,32,1470,129,109,3,2,114,SimulationLapin_192_mois_13|01_01:06_16.csv
45,282,1507,83,35,1625,181,145,7,3,155,SimulationLapin_192_mois_13|01_01:06_16.csv
46,291,1595,88,40,1723,107,88,5,5,98,SimulationLapin_192_mois_13|01_01:06_16.csv
47,329,1755,94,41,1890,205,160,6,1,167,SimulationLapin_192_mois_13|01_01:06_16.csv
48,351,1886,98,44,2028,160,131,4,3,138,SimulationLapin_192_mois_13|01_01:06_16.csv
49,403,2098,101,50,2249,273,212,3,6,221,SimulationLapin_192_mois_13|01_01:06_16.csv
50,423,2246,111,57,2414,185,148,10,7,165,SimulationLapin_192_mois_13|01_01:06_16.csv
51,455,2477,120,66,2663,281,231,9,9,249,SimulationLapin_192_mois_13|01_01:06_16.csv
52,483,2652,135,70,2857,222,175,15,4,194,SimulationLapin_192_mois_13|01_01:06_16.csv
53,533,2930,148,75,3153,346,278,13,5,296,SimulationLapin_192_mois_13|01_01:06_16.csv
54,571,3158,160,83,3401,286,228,12,8,248,SimulationLapin_192_mois_13|01_01:06_16.csv
55,622,3485,175,86,3746,396,327,15,3,345,SimulationLapin_192_mois_13|01_01:06_16.csv
56,667,3729,190,97,4016,315,244,15,11,270,SimulationLapin_192_mois_13|01_01:06_16.csv
57,714,4081,206,108,4395,426,352,16,11,379,SimulationLapin_192_mois_13|01_01:06_16.csv
58,765,4428,229,110,4767,423,347,23,2,372,SimulationLapin_192_mois_13|01_01:06_16.csv
59,843,4808,239,121,5168,479,380,10,11,401,SimulationLapin_192_mois_13|01_01:06_16.csv
60,918,5168,258,133,5559,466,360,19,12,391,SimulationLapin_192_mois_13|01_01:06_16.csv
61,995,5585,277,146,6008,526,417,19,13,449,SimulationLapin_192_mois_13|01_01:06_16.csv
62,1062,6035,306,152,6493,552,450,29,6,485,SimulationLapin_192_mois_13|01_01:06_16.csv
63,1122,6498,334,163,6995,562,463,28,11,502,SimulationLapin_192_mois_13|01_01:06_16.csv
64,1210,7006,364,180,7550,643,508,30,17,555,SimulationLapin_192_mois_13|01_01:06_16.csv
65,1297,7564,394,192,8150,687,558,30,12,600,SimulationLapin_192_mois_13|01_01:06_16.csv
66,1418,8178,424,207,8809,780,614,30,15,659,SimulationLapin_192_mois_13|01_01:06_16.csv
67,1531,8825,457,221,9503,807,647,33,14,694,SimulationLapin_192_mois_13|01_01:06_16.csv
68,1657,9541,507,235,10283,906,716,50,14,780,SimulationLapin_192_mois_13|01_01:06_16.csv
69,1798,10285,549,245,11079,937,744,42,10,796,SimulationLapin_192_mois_13|01_01:06_16.csv
70,1968,11100,591,263,11954,1045,815,42,18,875,SimulationLapin_192_mois_13|01_01:06_16.csv
71,2119,11948,629,285,12862,1059,848,38,22,908,SimulationLapin_192_mois_13|01_01:06_16.csv
72,2313,12860,676,314,13850,1182,912,47,29,988,SimulationLapin_192_mois_13|01_01:06_16.csv
73,2505,13863,737,329,14929,1271,1003,61,15,1079,SimulationLapin_192_mois_13|01_01:06_16.csv
74,2710,14997,795,357,16149,1425,1134,58,28,1220,SimulationLapin_192_mois_13|01_01:06_16.csv
75,2872,16198,884,386,17468,1481,1201,89,29,1319,SimulationLapin_192_mois_13|01_01:06_16.csv
76,3121,17592,940,424,18956,1737,1394,56,38,1488,SimulationLapin_192_mois_13|01_01:06_16.csv
77,3342,19017,1022,459,20498,1763,1425,82,35,1542,SimulationLapin_192_mois_13|01_01:06_16.csv
78,3617,20586,1115,491,22192,1969,1569,93,32,1694,SimulationLapin_192_mois_13|01_01:06_16.csv
79,3883,22216,1199,534,23949,2023,1630,84,43,1757,SimulationLapin_192_mois_13|01_01:06_16.csv
80,4198,24122,1299,572,25993,2359,1906,100,38,2044,SimulationLapin_192_mois_13|01_01:06_16.csv
81,4525,26019,1399,625,28043,2377,1897,100,53,2050,SimulationLapin_192_mois_13|01_01:06_16.csv
82,4952,28305,1514,676,30495,2879,2286,115,51,2452,SimulationLapin_192_mois_13|01_01:06_16.csv
83,5368,30493,1611,729,32833,2754,2188,97,53,2338,SimulationLapin_192_mois_13|01_01:06_16.csv
84,5794,33135,1740,787,35662,3255,2642,129,58,2829,SimulationLapin_192_mois_13|01_01:06_16.csv
85,6203,35758,1900,844,38502,3249,2623,160,57,2840,SimulationLapin_192_mois_13|01_01:06_16.csv
86,6802,38799,2036,907,41742,3839,3041,136,63,3240,SimulationLapin_192_mois_13|01_01:06_16.csv
87,7313,41766,2213,973,44952,3721,2967,177,66,3210,SimulationLapin_192_mois_13|01_01:06_16.csv
88,7925,45379,2395,1049,48823,4483,3613,182,76,3871,SimulationLapin_192_mois_13|01_01:06_16.csv
89,8570,48908,2586,1134,52628,4450,3529,191,85,3805,SimulationLapin_192_mois_13|01_01:06_16.csv
90,9296,53061,2804,1232,57097,5195,4153,218,98,4469,SimulationLapin_192_mois_13|01_01:06_16.csv
91,10091,57185,3047,1310,61542,5240,4124,243,78,4445,SimulationLapin_192_mois_13|01_01:06_16.csv
92,10884,61843,3288,1411,66542,5793,4658,241,101,5000,SimulationLapin_192_mois_13|01_01:06_16.csv
93,11782,66892,3540,1528,71960,6316,5049,252,117,5418,SimulationLapin_192_mois_13|01_01:06_16.csv
94,12745,72314,3821,1643,77778,6781,5422,281,115,5818,SimulationLapin_192_mois_13|01_01:06_16.csv
95,13775,78234,4124,1767,84125,7377,5920,303,124,6347,SimulationLapin_192_mois_13|01_01:06_16.csv
96,14893,84560,4444,1914,90918,7911,6326,320,147,6793,SimulationLapin_192_mois_13|01_01:06_16.csv
97,16127,91529,4804,2070,98403,8719,6969,360,156,7485,SimulationLapin_192_mois_13|01_01:06_16.csv
98,17388,98997,5195,2239,106431,9289,7468,391,169,8028,SimulationLapin_192_mois_13|01_01:06_16.csv
99,18759,107202,5622,2420,115244,10184,8205,427,181,8813,SimulationLapin_192_mois_13|01_01:06_16.csv
100,20339,115796,6044,2631,124471,10807,8594,422,211,9227,SimulationLapin_192_mois_13|01_01:06_16.csv
101,22114,125344,6524,2839,134707,12011,9548,480,208,10236,SimulationLapin_192_mois_13|01_01:06_16.csv
102,23958,135585,7071,3070,145726,12863,10241,547,231,11019,SimulationLapin_192_mois_13|01_01:06_16.csv
103,25877,146965,7666,3344,157975,14168,11380,595,274,12249,SimulationLapin_192_mois_13|01_01:06_16.csv
104,27915,159226,8263,3640,171129,15192,12261,597,296,13154,SimulationLapin_192_mois_13|01_01:06_16.csv
105,30235,171950,8907,3888,184745,15936,12724,644,248,13616,SimulationLapin_192_mois_13|01_01:06_16.csv
106,32749,186156,9641,4213,200010,17779,14206,734,325,15265,SimulationLapin_192_mois_13|01_01:06_16.csv
107,35450,201534,10440,4574,216548,19239,15378,799,361,16538,SimulationLapin_192_mois_13|01_01:06_16.csv
108,38393,217930,11332,4979,234241,20636,16396,892,405,17693,SimulationLapin_192_mois_13|01_01:06_16.csv
109,41622,235854,12177,5410,253441,22429,17924,845,431,19200,SimulationLapin_192_mois_13|01_01:06_16.csv
110,45008,255087,13179,5827,274093,24038,19233,1002,417,20652,SimulationLapin_192_mois_13|01_01:06_16.csv
111,48863,275963,14224,6273,296460,26222,20876,1045,446,22367,SimulationLapin_192_mois_13|01_01:06_16.csv
112,52962,298742,15348,6759,320849,28488,22779,1124,486,24389,SimulationLapin_192_mois_13|01_01:06_16.csv
113,57291,323428,16638,7312,347378,30858,24686,1290,553,26529,SimulationLapin_192_mois_13|01_01:06_16.csv
114,61914,350064,18092,7908,376064,33309,26636,1454,596,28686,SimulationLapin_192_mois_13|01_01:06_16.csv
115,67106,378911,19576,8551,407038,36166,28847,1484,643,30974,SimulationLapin_192_mois_13|01_01:06_16.csv
116,72564,410047,21141,9248,440436,38856,31136,1565,697,33398,SimulationLapin_192_mois_13|01_01:06_16.csv
117,78409,443747,22884,10070,476701,42110,33700,1743,822,36265,SimulationLapin_192_mois_13|01_01:06_16.csv
118,84669,480342,24831,10890,516063,45622,36595,1947,820,39362,SimulationLapin_192_mois_13|01_01:06_16.csv
119,91744,519659,26804,11789,558252,49264,39317,1973,899,42189,SimulationLapin_192_mois_13|01_01:06_16.csv
120,99519,562644,29002,12720,604366,53889,42985,2198,931,46114,SimulationLapin_192_mois_13|01_01:06_16.csv
121,107600,608913,31464,13747,654124,57839,46269,2462,1027,49758,SimulationLapin_192_mois_13|01_01:06_16.csv
122,116252,658919,34075,14837,707831,62359,50006,2611,1090,53707,SimulationLapin_192_mois_13|01_01:06_16.csv
123,125726,713202,36900,16037,766139,67782,54283,2825,1200,58308,SimulationLapin_192_mois_13|01_01:06_16.csv
124,135825,771755,39946,17333,829034,72994,58553,3046,1296,62895,SimulationLapin_192_mois_13|01_01:06_16.csv
125,147016,835501,43172,18727,897400,79557,63746,3226,1394,68366,SimulationLapin_192_mois_13|01_01:06_16.csv
126,159136,903850,46666,20252,970768,85488,68349,3494,1525,73368,SimulationLapin_192_mois_13|01_01:06_16.csv
127,172483,978500,50394,21840,1050734,93313,74650,3728,1588,79966,SimulationLapin_192_mois_13|01_01:06_16.csv
128,186572,1058733,54412,23719,1136864,100219,80233,4018,1879,86130,SimulationLapin_192_mois_13|01_01:06_16.csv
129,202167,1146041,58857,25686,1230584,109315,87308,4445,1967,93720,SimulationLapin_192_mois_13|01_01:06_16.csv
130,218572,1240005,63569,27839,1331413,117234,93964,4712,2153,100829,SimulationLapin_192_mois_13|01_01:06_16.csv
131,236653,1342101,68739,30254,1441094,127762,102096,5170,2415,109681,SimulationLapin_192_mois_13|01_01:06_16.csv
132,255828,1451130,74382,32762,1558274,136355,109029,5643,2508,117180,SimulationLapin_192_mois_13|01_01:06_16.csv
133,277214,1570569,80435,35454,1686458,149570,119439,6053,2692,128184,SimulationLapin_192_mois_13|01_01:06_16.csv
134,299563,1699505,87091,38450,1825046,160937,128936,6656,2996,138588,SimulationLapin_192_mois_13|01_01:06_16.csv
135,324461,1839183,94308,41537,1975028,174880,139678,7217,3087,149982,SimulationLapin_192_mois_13|01_01:06_16.csv
136,350940,1989610,102133,44872,2136615,188066,150427,7825,3335,161587,SimulationLapin_192_mois_13|01_01:06_16.csv
137,379823,2153562,110597,48740,2312899,205167,163952,8464,3868,176284,SimulationLapin_192_mois_13|01_01:06_16.csv
138,411029,2329519,119488,52746,2501753,220060,175957,8891,4006,188854,SimulationLapin_192_mois_13|01_01:06_16.csv
139,444897,2521825,129410,57002,2708237,240352,192306,9922,4256,206484,SimulationLapin_192_mois_13|01_01:06_16.csv
140,481200,2727148,140078,61677,2928903,256969,205323,10668,4675,220666,SimulationLapin_192_mois_13|01_01:06_16.csv
141,520998,2951681,151533,66750,3169964,280859,224533,11455,5073,241061,SimulationLapin_192_mois_13|01_01:06_16.csv
142,563156,3193454,163885,72149,3429488,301682,241773,12352,5399,259524,SimulationLapin_192_mois_13|01_01:06_16.csv
143,609686,3456480,177340,78052,3711872,328914,263026,13455,5903,282384,SimulationLapin_192_mois_13|01_01:06_16.csv
144,659868,3739162,191736,84498,4015396,353706,282682,14396,6446,303524,SimulationLapin_192_mois_13|01_01:06_16.csv
145,714639,4047699,207266,91418,4346383,385758,308537,15530,6920,330987,SimulationLapin_192_mois_13|01_01:06_16.csv
146,772662,4380285,224555,98889,4703729,415369,332586,17289,7471,357346,SimulationLapin_192_mois_13|01_01:06_16.csv
147,835785,4743105,242974,107111,5093190,452584,362820,18419,8222,389461,SimulationLapin_192_mois_13|01_01:06_16.csv
148,904276,5132416,263004,115954,5511374,486675,389311,20030,8843,418184,SimulationLapin_192_mois_13|01_01:06_16.csv
149,978739,5554310,284693,125608,5964611,527700,421894,21689,9654,453237,SimulationLapin_192_mois_13|01_01:06_16.csv
150,1058994,6009413,308214,136001,6453628,569272,455103,23521,10393,489017,SimulationLapin_192_mois_13|01_01:06_16.csv
151,1146323,6504762,333355,147154,6985271,618972,495349,25141,11153,531643,SimulationLapin_192_mois_13|01_01:06_16.csv
152,1240627,7039704,360841,159209,7559754,668787,534942,27486,12055,574483,SimulationLapin_192_mois_13|01_01:06_16.csv
153,1342659,7619014,390654,172151,8181819,724097,579310,29813,12942,622065,SimulationLapin_192_mois_13|01_01:06_16.csv
154,1452255,8245307,422925,186358,8854590,782367,626293,32271,14207,672771,SimulationLapin_192_mois_13|01_01:06_16.csv
155,1571879,8922991,457676,201823,9582490,847524,677684,34751,15465,727900,SimulationLapin_192_mois_13|01_01:06_16.csv
156,1700185,9655077,495230,218605,10368912,914728,732086,37554,16782,786422,SimulationLapin_192_mois_13|01_01:06_16.csv
157,1840680,10449723,535614,236699,11222036,993619,794646,40384,18094,853124,SimulationLapin_192_mois_13|01_01:06_16.csv
158,1991127,11308314,580026,256208,12144548,1072959,858591,44412,19509,922512,SimulationLapin_192_mois_13|01_01:06_16.csv
159,2155134,12238136,627602,277255,13142993,1162452,929822,47576,21047,998445,SimulationLapin_192_mois_13|01_01:06_16.csv
160,2332456,13243296,679119,300134,14222549,1256878,1005160,51517,22879,1079556,SimulationLapin_192_mois_13|01_01:06_16.csv
161,2523814,14327278,735022,324656,15386956,1355765,1083982,55903,24522,1164407,SimulationLapin_192_mois_13|01_01:06_16.csv
162,2730646,15505280,795011,351175,16651466,1471342,1178002,59989,26519,1264510,SimulationLapin_192_mois_13|01_01:06_16.csv
163,2954525,16777733,860245,380146,18018124,1590537,1272453,65234,28971,1366658,SimulationLapin_192_mois_13|01_01:06_16.csv
164,3197754,18158580,930843,411271,19500694,1725799,1380847,70598,31125,1482570,SimulationLapin_192_mois_13|01_01:06_16.csv
165,3459868,19646539,1007495,445050,21099084,1860504,1487959,76652,33779,1598390,SimulationLapin_192_mois_13|01_01:06_16.csv
166,3744566,21263333,1090402,481737,22835472,2021086,1616794,82907,36687,1736388,SimulationLapin_192_mois_13|01_01:06_16.csv
167,4050909,23005909,1179948,521494,24707351,2178222,1742576,89546,39757,1871879,SimulationLapin_192_mois_13|01_01:06_16.csv
168,4383467,24897412,1277044,564199,26738655,2363862,1891503,97096,42705,2031304,SimulationLapin_192_mois_13|01_01:06_16.csv
169,4741818,26934486,1381680,610420,28926586,2546282,2037074,104636,46221,2187931,SimulationLapin_192_mois_13|01_01:06_16.csv
170,5132393,29149515,1495378,660523,31305416,2769405,2215029,113698,50103,2378830,SimulationLapin_192_mois_13|01_01:06_16.csv
171,5552241,31535667,1617983,714774,33868424,2982856,2386152,122605,54251,2563008,SimulationLapin_192_mois_13|01_01:06_16.csv
172,6008177,34129897,1750423,773451,36653771,3241283,2594230,132440,58677,2785347,SimulationLapin_192_mois_13|01_01:06_16.csv
173,6501758,36928065,1893462,836660,39658187,3497997,2798168,143039,63209,3004416,SimulationLapin_192_mois_13|01_01:06_16.csv
174,7037810,39965279,2048836,905253,42919368,3797233,3037214,155374,68593,3261181,SimulationLapin_192_mois_13|01_01:06_16.csv
175,7615404,43245402,2217519,979309,46442230,4100456,3280123,168683,74056,3522862,SimulationLapin_192_mois_13|01_01:06_16.csv
176,8241570,46798994,2399439,1059026,50257459,4441395,3553592,181920,79717,3815229,SimulationLapin_192_mois_13|01_01:06_16.csv
177,8917036,50646115,2596651,1146094,54388860,4806867,3847121,197212,87068,4131401,SimulationLapin_192_mois_13|01_01:06_16.csv
178,9648458,54806811,2810752,1240548,58858111,5200673,4160696,214101,94454,4469251,SimulationLapin_192_mois_13|01_01:06_16.csv
179,10440401,59306800,3041390,1342432,63690622,5624454,4499989,230638,101884,4832511,SimulationLapin_192_mois_13|01_01:06_16.csv
180,11297813,64179464,3291539,1452386,68923389,6090179,4872664,250149,109954,5232767,SimulationLapin_192_mois_13|01_01:06_16.csv
181,12224710,69449885,3561697,1571674,74583256,6586764,5270421,270158,119288,5659867,SimulationLapin_192_mois_13|01_01:06_16.csv
182,13230914,75150083,3854079,1700595,80704757,7127705,5700198,292382,128921,6121501,SimulationLapin_192_mois_13|01_01:06_16.csv
183,14316439,81322788,4171066,1840274,87334128,7714896,6172705,316987,139679,6629371,SimulationLapin_192_mois_13|01_01:06_16.csv
184,15493318,88004555,4512609,1991442,94508606,8351357,6681767,341543,151168,7174478,SimulationLapin_192_mois_13|01_01:06_16.csv
185,16764090,95231171,4883254,2155089,102269514,9031680,7226616,370645,163647,7760908,SimulationLapin_192_mois_13|01_01:06_16.csv
186,18145838,103054539,5283038,2331707,110669284,9781518,7823368,399784,176618,8399770,SimulationLapin_192_mois_13|01_01:06_16.csv
187,19636074,111510818,5717838,2523356,119752012,10572964,8456279,434800,191649,9082728,SimulationLapin_192_mois_13|01_01:06_16.csv
188,21249386,120670396,6188359,2730172,129588927,11450227,9159578,470521,206816,9836915,SimulationLapin_192_mois_13|01_01:06_16.csv
189,22994030,130570103,6696669,2954032,140220804,12376521,9899707,508310,223860,10631877,SimulationLapin_192_mois_13|01_01:06_16.csv
190,24883805,141296453,7247763,3197057,151741273,13410244,10726350,551094,243025,11520469,SimulationLapin_192_mois_13|01_01:06_16.csv
191,26923119,152890756,7844959,3458812,164194527,14492568,11594303,597196,261755,12453254,SimulationLapin_192_mois_13|01_01:06_16.csv
192,29135563,165454787,8489210,3743569,177687566,15705483,12564031,644251,284757,13493039,SimulationLapin_192_mois_13|01_01:06_16.csv
1,4,0,0,0,0,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:07_17.csv
2,7,7,0,0,7,10,7,0,0,7,SimulationLapin_192_mois_13|01_01:07_17.csv
3,7,7,0,0,7,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:07_17.csv
4,8,14,0,0,14,8,7,0,0,7,SimulationLapin_192_mois_13|01_01:07_17.csv
5,8,14,0,0,14,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:07_17.csv
6,10,22,0,1,23,11,8,0,1,9,SimulationLapin_192_mois_13|01_01:07_17.csv
7,10,22,0,1,23,0,0,0,0,0,SimulationLapin_192_mois_13|01_01:07_17.csv
8,11,24,0,1,25,3,2,0,0,2,SimulationLapin_192_mois_13|01_01:07_17.csv
9,15,26,0,1,27,6,2,0,0,2,SimulationLapin_192_mois_13|01_01:07_17.csv
10,15,35,1,1,37,10,9,1,0,10,SimulationLapin_192_mois_13|01_01:07_17.csv
11,16,40,1,1,42,6,5,0,0,5,SimulationLapin_192_mois_13|01_01:07_17.csv
12,20,45,1,1,47,9,5,0,0,5,SimulationLapin_192_mois_13|01_01:07_17.csv
13,18,47,4,1,52,3,2,3,0,5,SimulationLapin_192_mois_13|01_01:07_17.csv
14,19,54,5,2,61,10,7,1,1,9,SimulationLapin_192_mois_13|01_01:07_17.csv
15,21,63,6,2,71,12,9,1,0,10,SimulationLapin_192_mois_13|01_01:07_17.csv
16,20,72,8,2,82,10,9,2,0,11,SimulationLapin_192_mois_13|01_01:07_17.csv
17,21,78,9,3,90,9,6,1,1,8,SimulationLapin_192_mois_13|01_01:07_17.csv
18,21,81,9,3,93,3,3,0,0,3,SimulationLapin_192_mois_13|01_01:07_17.csv
19,21,101,10,4,115,22,20,1,1,22,SimulationLapin_192_mois_13|01_01:07_17.csv
20,21,103,11,4,118,3,2,1,0,3,SimulationLapin_192_mois_13|01_01:07_17.csv
21,25,121,11,4,136,22,18,0,0,18,SimulationLapin_192_mois_13|01_01:07_17.csv
22,26,124,12,4,140,5,3,1,0,4,SimulationLapin_192_mois_13|01_01:07_17.csv
23,29,140,14,4,158,21,16,2,0,18,SimulationLapin_192_mois_13|01_01:07_17.csv
24,28,145,14,5,164,5,5,0,1,6,SimulationLapin_192_mois_13|01_01:07_17.csv
25,30,157,14,5,176,14,12,0,0,12,SimulationLapin_192_mois_13|01_01:07_17.csv
26,30,161,14,6,181,5,4,0,1,5,SimulationLapin_192_mois_13|01_01:07_17.csv
27,30,182,15,7,204,23,21,1,1,23,SimulationLapin_192_mois_13|01_01:07_17.csv
28,29,182,16,7,205,0,0,1,0,1,SimulationLapin_192_mois_13|01_01:07_17.csv
29,35,212,16,7,235,36,30,0,0,30,SimulationLapin_192_mois_13|01_01:07_17.csv
30,35,217,16,8,241,6,5,0,1,6,SimulationLapin_192_mois_13|01_01:07_17.csv
31,41,257,16,9,282,47,40,0,1,41,SimulationLapin_192_mois_13|01_01:07_17.csv
32,41,265,16,10,291,9,8,0,1,9,SimulationLapin_192_mois_13|01_01:07_17.csv
33,49,293,18,11,322,39,28,2,1,31,SimulationLapin_192_mois_13|01_01:07_17.csv
34,50,310,18,11,339,18,17,0,0,17,SimulationLapin_192_mois_13|01_01:07_17.csv
35,55,337,20,11,368,34,27,2,0,29,SimulationLapin_192_mois_13|01_01:07_17.csv
36,58,356,20,11,387,22,19,0,0,19,SimulationLapin_192_mois_13|01_01:07_17.csv
37,61,384,22,12,418,34,28,2,1,31,SimulationLapin_192_mois_13|01_01:07_17.csv
38,65,419,23,12,454,40,35,1,0,36,SimulationLapin_192_mois_13|01_01:07_17.csv
39,70,448,24,15,487,38,29,1,3,33,SimulationLapin_192_mois_13|01_01:07_17.csv
40,74,475,25,16,516,33,27,1,1,29,SimulationLapin_192_mois_13|01_01:07_17.csv
41,84,516,27,17,560,54,41,2,1,44,SimulationLapin_192_mois_13|01_01:07_17.csv
42,95,543,28,17,588,39,27,1,0,28,SimulationLapin_192_mois_13|01_01:07_17.csv
43,105,616,31,18,665,87,73,3,1,77,SimulationLapin_192_mois_13|01_01:07_17.csv
44,110,649,35,19,703,43,33,4,1,38,SimulationLapin_192_mois_13|01_01:07_17.csv
45,118,715,38,21,774,79,66,3,2,71,SimulationLapin_192_mois_13|01_01:07_17.csv
46,127,754,42,22,818,53,39,4,1,44,SimulationLapin_192_mois_13|01_01:07_17.csv
47,136,828,45,22,895,86,74,3,0,77,SimulationLapin_192_mois_13|01_01:07_17.csv
48,141,876,51,24,951,61,48,6,2,56,SimulationLapin_192_mois_13|01_01:07_17.csv
49,156,960,54,26,1040,104,84,3,2,89,SimulationLapin_192_mois_13|01_01:07_17.csv
50,176,1030,58,26,1114,94,70,4,0,74,SimulationLapin_192_mois_13|01_01:07_17.csv
51,192,1125,65,27,1217,119,95,7,1,103,SimulationLapin_192_mois_13|01_01:07_17.csv
52,208,1208,70,29,1307,106,83,5,2,90,SimulationLapin_192_mois_13|01_01:07_17.csv
53,226,1316,72,32,1420,131,108,2,3,113,SimulationLapin_192_mois_13|01_01:07_17.csv
54,247,1407,79,33,1519,120,91,7,1,99,SimulationLapin_192_mois_13|01_01:07_17.csv
55,270,1527,86,34,1647,151,120,7,1,128,SimulationLapin_192_mois_13|01_01:07_17.csv
